#gene	geneID	pk
RP1-154J13.2	ENSG00000230973.1	6381
RP1-154J13.3	ENSG00000228450.2	17800
OR13H1	ENSG00000171054.7	346784
OR13K1P	ENSG00000237225.1	617140
OR7L1P	ENSG00000232787.1	150896
OR2AF1P	ENSG00000235730.1	219401
HDGFP1	ENSG00000227183.3	439568
FIRRE	ENSG00000213468.3	132721
FAM195CP	ENSG00000241418.1	519096
PNKDP1	ENSG00000228089.1	179085
RP1-197O17.3	ENSG00000235190.1	9974
RNA5SP514	ENSG00000200587.1	405532
KF459411.1	ENSG00000265686.1	907031
STK26	ENSG00000134602.15	314080
FRMD7	ENSG00000165694.9	280144
RP1-305B16.3	ENSG00000228819.1	119181
RAP2C	ENSG00000123728.9	853669
RAP2C-AS1	ENSG00000232160.6	953108
MBNL3	ENSG00000076770.14	521344
AL050310.1	ENSG00000277353.1	604148
RNU6-98P	ENSG00000206900.1	939752
HS6ST2	ENSG00000171004.17	381790
HS6ST2-AS1	ENSG00000235849.1	384591
Z82205.1	ENSG00000277433.1	909935
RP3-363L9.1	ENSG00000227064.1	198816
USP26	ENSG00000134588.12	396526
RP3-358H7.1	ENSG00000225949.1	710200
Z77249.1	ENSG00000281231.1	452853
SNORA8	ENSG00000207100.1	357700
TFDP3	ENSG00000183434.9	804103
RNU1-115P	ENSG00000202199.1	143495
GPC4	ENSG00000076716.8	384062
RNU6-203P	ENSG00000206765.1	868718
GPC3	ENSG00000147257.13	807037
RP3-417G15.1	ENSG00000227008.2	491027
AL009174.1	ENSG00000211495.1	887100
RPSAP63	ENSG00000233260.1	474801
AF003529.2	ENSG00000232068.1	918121
Y_RNA	ENSG00000200572.1	253032
TIMM8BP2	ENSG00000224908.1	33633
MIR363	ENSG00000207572.2	140170
MIR92A2	ENSG00000208034.1	900077
MIR19B2	ENSG00000207812.2	90665
MIR20B	ENSG00000207710.1	190703
MIR18B	ENSG00000239594.3	410937
MIR106A	ENSG00000207602.1	889407
LARP1BP3	ENSG00000232664.2	183311
CCDC160	ENSG00000203952.9	367099
RP11-355K23B.1	ENSG00000214961.2	320853
PHF6	ENSG00000156531.16	22663
AL591668.1	ENSG00000251962.1	370974
HPRT1	ENSG00000165704.14	815497
AC004383.3	ENSG00000226107.1	171383
MIR450B	ENSG00000216001.2	39413
MIR450A1	ENSG00000199132.1	194164
MIR450A2	ENSG00000207755.2	422735
MIR542	ENSG00000207784.2	56894
MIR503HG	ENSG00000223749.7	873260
MIR503	ENSG00000208005.1	739744
MIR424	ENSG00000274784.1	676416
LINC00629	ENSG00000227060.6	491547
PLAC1	ENSG00000170965.9	156518
RP11-308B5.2	ENSG00000235813.1	921412
RPL21P133	ENSG00000236509.2	749974
RPS7P12	ENSG00000237432.2	386068
RNU4-44P	ENSG00000199920.1	752482
FAM122B	ENSG00000156504.16	714054
FAM122C	ENSG00000156500.14	870846
AL691477.1	ENSG00000280249.1	168375
MOSPD1	ENSG00000101928.12	565300
Z83826.1	ENSG00000221299.1	279602
RNU6-616P	ENSG00000207081.1	714388
RP3-473B4.3	ENSG00000236091.1	252262
HMGB3P31	ENSG00000231929.2	562035
SMIM10	ENSG00000184785.5	326284
FAM127C	ENSG00000212747.4	780214
FAM127A	ENSG00000134590.13	82724
FAM127B	ENSG00000203950.6	237147
RP11-85L21.4	ENSG00000228372.7	497050
NCLP2	ENSG00000234228.1	207352
SMIM10L2B	ENSG00000196972.7	254344
LINC00633	ENSG00000224107.5	794616
RP11-85L21.6	ENSG00000223809.1	675419
RP11-85L21.5	ENSG00000232582.1	151095
CT55	ENSG00000169551.12	898466
RP13-565O16.2	ENSG00000236491.1	180262
RP13-210D15.1	ENSG00000228922.1	546279
AC234771.1	ENSG00000264894.1	492654
RP11-11A5.1	ENSG00000269833.2	425400
ZNF75D	ENSG00000186376.14	172991
RP13-210D15.4	ENSG00000238210.2	825332
RP13-210D15.8	ENSG00000274024.1	136646
ZNF449	ENSG00000173275.12	639587
RP11-265D19.6	ENSG00000229015.1	980
SMIM10L2A	ENSG00000178947.8	445420
RNA5SP515	ENSG00000201440.1	291947
CROCCP1	ENSG00000225769.1	28408
RP11-265D19.8	ENSG00000273988.1	966076
RP11-265D19.7	ENSG00000271158.1	150548
DDX26B-AS1	ENSG00000225235.1	696817
DDX26B	ENSG00000165359.14	825507
AL391380.1	ENSG00000264284.1	576357
RP11-432N13.2	ENSG00000237833.1	253360
SAGE4P	ENSG00000224539.1	520518
SAGE3P	ENSG00000277486.1	390518
SAGE2P	ENSG00000198022.6	213668
WI2-88277B6.1	ENSG00000274601.1	147344
CT45A1	ENSG00000268940.5	374619
MGAT2P1	ENSG00000233861.1	648832
MGAT2P2	ENSG00000238200.1	513555
CT45A3	ENSG00000269096.6	238738
CT45A5	ENSG00000228836.8	421733
CT45A6	ENSG00000278289.4	550919
CT45A2	ENSG00000271449.7	1229
CT45A7	ENSG00000273696.4	413643
CT45A8	ENSG00000278085.4	109628
CT45A9	ENSG00000270946.5	364681
CT45A10	ENSG00000269586.7	526618
SAGE1	ENSG00000181433.9	941463
CT45A11P	ENSG00000230162.1	202062
MMGT1	ENSG00000169446.5	844715
SLC9A6	ENSG00000198689.9	315361
AL732579.1	ENSG00000276558.1	379757
GAPDHP67	ENSG00000219930.4	715957
E2F6P4	ENSG00000231513.3	765740
snoU13	ENSG00000239080.1	574287
FHL1	ENSG00000022267.16	390435
MAP7D3	ENSG00000129680.15	845077
STK24P1	ENSG00000230079.1	301608
ADGRG4	ENSG00000156920.10	652444
Z97632.1	ENSG00000266272.1	291600
BRS3	ENSG00000102239.4	691710
HTATSF1	ENSG00000102241.11	900732
VGLL1	ENSG00000102243.12	991312
MIR934	ENSG00000216060.1	237324
Y_RNA	ENSG00000199424.1	841818
RNU6-320P	ENSG00000252320.1	564458
LINC00892	ENSG00000233093.5	404503
CD40LG	ENSG00000102245.7	890827
ARHGEF6	ENSG00000129675.15	492182
RNU6-972P	ENSG00000212510.1	278944
RP11-1114A5.6	ENSG00000271339.1	580872
RPL7P56	ENSG00000231164.1	417331
RANP4	ENSG00000225125.2	887904
Y_RNA	ENSG00000202279.1	283492
RP11-1114A5.4	ENSG00000232611.1	688873
RAB28P5	ENSG00000225400.1	306541
RBMX	ENSG00000147274.14	667515
SNORD61	ENSG00000206979.1	32592
RP11-308D16.2	ENSG00000234062.7	796569
RP11-308D16.1	ENSG00000232379.1	487185
SRRM1P3	ENSG00000237307.2	547487
GPR101	ENSG00000165370.1	288510
RP11-332E4.1	ENSG00000214748.2	169491
RAC1P4	ENSG00000237584.1	514359
RP1-137H15.2	ENSG00000224765.1	840283
ZIC3	ENSG00000156925.11	402038
RN7SL325P	ENSG00000239579.3	581766
ZFYVE9P1	ENSG00000229562.1	22683
RNU6-985P	ENSG00000222114.1	506281
RN7SKP31	ENSG00000252163.1	629489
MAGEA13P	ENSG00000183981.8	709605
KRT8P6	ENSG00000214930.2	920293
FGF13	ENSG00000129682.13	85
RP6-27P15.2	ENSG00000232183.1	902204
MIR504	ENSG00000207800.2	153481
FGF13-AS1	ENSG00000226031.5	707348
RP1-106C24.1	ENSG00000235975.1	382368
SNURFL	ENSG00000173954.8	260241
SRD5A1P1	ENSG00000232549.1	935115
F9	ENSG00000101981.10	54835
MCF2	ENSG00000101977.19	757455
AL033403.1	ENSG00000216114.2	163627
snoU13	ENSG00000238485.1	172536
ATP11C	ENSG00000101974.14	735894
RNU6ATAC23P	ENSG00000221375.1	375955
SNORA18	ENSG00000252719.1	622679
MIR505	ENSG00000207633.2	857639
CXorf66	ENSG00000203933.2	260306
RP11-364B14.1	ENSG00000233145.1	718966
HNRNPA3P3	ENSG00000214653.4	452061
RN7SL727P	ENSG00000241248.3	80716
AL589987.1	ENSG00000280833.1	334977
RP11-364B14.3	ENSG00000230707.1	818654
AC004070.1	ENSG00000231110.1	635130
RP11-51C14.1	ENSG00000224942.1	290895
AL121875.1	ENSG00000263377.1	669456
U7	ENSG00000275268.1	387016
RPS17P17	ENSG00000225758.1	809585
SOX3	ENSG00000134595.7	97324
XXyac-YR29IB3.1	ENSG00000230668.1	113785
LINC00632	ENSG00000203930.10	828068
CDR1	ENSG00000184258.6	460604
CDR1-AS	ENSG00000281508.1	991730
MIR320D2	ENSG00000221081.1	1842
RP11-298A8.2	ENSG00000229269.1	931684
SPANXB1	ENSG00000227234.1	149614
RNU6-3P	ENSG00000207041.1	821016
RP3-507I15.1	ENSG00000214925.3	749441
RP3-507I15.2	ENSG00000261212.1	221535
LDOC1	ENSG00000182195.7	672854
SPANXC	ENSG00000198573.6	667785
RBMX2P2	ENSG00000213423.4	770665
GS1-164F24.1	ENSG00000227779.1	870221
SPANXA2-OT1	ENSG00000277215.1	996327
SPANXA1	ENSG00000198021.6	997361
SPANXA2	ENSG00000203926.4	678343
RP1-171K16.5	ENSG00000223438.1	844534
SPANXD	ENSG00000196406.4	13894
MAGEC3	ENSG00000165509.13	34766
MAGEC1	ENSG00000155495.8	571746
RP3-406C18.1	ENSG00000236205.1	558904
RP3-406C18.2	ENSG00000225469.3	240213
RP1-142F18.2	ENSG00000250625.1	783827
MAGEC2	ENSG00000046774.9	984080
GS1-54N10.1	ENSG00000275508.1	11334
RNA5SP516	ENSG00000201000.1	147796
AL109620.1	ENSG00000274448.1	555780
AL080272.1	ENSG00000266319.1	584429
SPANXN4	ENSG00000189326.4	140477
RN7SKP81	ENSG00000202473.1	540193
RN7SKP149	ENSG00000199878.1	263367
GS1-256O22.5	ENSG00000227303.1	546592
PGBD4P6	ENSG00000226064.1	610434
MTND1P33	ENSG00000235539.1	283952
MTND2P39	ENSG00000230130.1	911537
AC239395.1	ENSG00000221505.1	758133
SPANXN3	ENSG00000189252.4	322938
SLITRK4	ENSG00000179542.15	384379
HNRNPH1P2	ENSG00000213924.3	887253
SPANXN2	ENSG00000268988.1	810849
RP3-526F5.2	ENSG00000225970.1	903296
RP11-29O6.2	ENSG00000235729.1	963427
UBE2NL	ENSG00000282795.1	308187
UBE2NL	ENSG00000276380.2	120257
RP1-169P22.2	ENSG00000224630.2	302279
RRM2P4	ENSG00000235598.1	997885
HNRNPCP10	ENSG00000215054.3	923073
RN7SKP189	ENSG00000201912.1	60571
CYCSP44	ENSG00000233548.1	413460
RP11-143G3.1	ENSG00000234712.1	381308
SPANXN1	ENSG00000203923.4	531066
RP13-150K15.1	ENSG00000231093.1	292615
AL109653.1	ENSG00000280456.1	764418
GS1-115M3.4	ENSG00000270709.1	797893
GS1-115M3.3	ENSG00000279585.1	665352
SLITRK2	ENSG00000185985.8	197359
TMEM257	ENSG00000221870.2	145506
MIR892C	ENSG00000252219.2	316351
MIR890	ENSG00000216075.1	345551
MIR888	ENSG00000216005.1	576452
MIR892A	ENSG00000215943.1	4178
MIR892B	ENSG00000216098.1	786363
MIR891B	ENSG00000216064.1	52017
MIR891A	ENSG00000216056.1	52993
RNA5SP517	ENSG00000201594.1	492936
RP11-183K14.1	ENSG00000234748.1	601389
ELL2P4	ENSG00000226388.1	464207
RP1-203P18.1	ENSG00000231686.1	692590
CXorf51B	ENSG00000235699.2	304686
CXorf51A	ENSG00000224440.1	733628
RP1-73A14.1	ENSG00000225660.1	939600
RP1-73A14.2	ENSG00000271660.1	234784
MIR513C	ENSG00000216171.1	827063
MIR513B	ENSG00000207871.2	242489
MIR513A1	ENSG00000207873.1	580938
MIR513A2	ENSG00000207984.1	241493
MIR506	ENSG00000207731.1	768628
MIR507	ENSG00000207969.1	335338
MIR508	ENSG00000207589.1	165925
MIR514B	ENSG00000252583.2	638849
MIR509-2	ENSG00000212013.1	583499
MIR509-3	ENSG00000212014.1	808303
MIR509-1	ENSG00000208000.1	738934
MIR510	ENSG00000207641.1	342561
MIR514A1	ENSG00000207868.1	44120
MIR514A2	ENSG00000207866.1	776916
MIR514A3	ENSG00000207867.1	852771
RP5-824H1.1	ENSG00000274579.1	145061
RP3-433G13.1	ENSG00000228855.1	285283
RP11-434J24.2	ENSG00000227505.1	399332
RP11-434J24.3	ENSG00000271175.1	948185
RNU6-382P	ENSG00000202051.1	781390
L29074.3	ENSG00000227083.1	842787
FMR1-AS1	ENSG00000268066.5	188216
FMR1-AS1_2	ENSG00000274086.1	795817
FMR1	ENSG00000102081.13	683949
FMR1-IT1	ENSG00000236337.1	775724
FMR1NB	ENSG00000176988.8	285919
5S_rRNA	ENSG00000201285.1	819999
FTH1P8	ENSG00000219507.4	83025
U40455.1	ENSG00000233467.2	29505
RPL7L1P11	ENSG00000176970.8	403515
AC002368.4	ENSG00000237741.1	442559
AFF2	ENSG00000155966.13	810440
AFF2-IT1	ENSG00000223516.1	780487
RN7SKP267	ENSG00000222313.1	107911
AC002523.1	ENSG00000242186.1	668096
AC231656.1	ENSG00000264702.1	902517
IDS	ENSG00000010404.17	55613
AF011889.5	ENSG00000241489.7	491815
AF011889.2	ENSG00000238039.1	991418
IDSP1	ENSG00000176289.4	987628
LINC00893	ENSG00000241769.7	966695
CXorf40A	ENSG00000197620.10	313288
RP5-937E21.8	ENSG00000225261.1	17193
MAGEA9B	ENSG00000267978.5	680295
HSFX2	ENSG00000268738.2	144820
TMEM185A	ENSG00000269556.7	526277
RP5-937E21.1	ENSG00000229322.1	488637
MAGEA11	ENSG00000185247.14	402361
RP5-1014O16.9	ENSG00000228833.1	671829
RP5-1014O16.1	ENSG00000223377.1	445749
RP5-1014O16.10	ENSG00000231694.1	179712
TMEM185AP1	ENSG00000235254.3	798103
HSFX1	ENSG00000171116.7	759461
MAGEA9	ENSG00000123584.7	729741
MAGEA7P	ENSG00000224732.1	527077
DUTP4	ENSG00000229829.1	81273
LINC00850	ENSG00000280752.1	665934
MAGEA8-AS1	ENSG00000230899.1	396730
MAGEA8	ENSG00000156009.9	153326
CXorf40B	ENSG00000197021.8	885785
XX-FW81066F1.2	ENSG00000224871.1	506383
LINC00894	ENSG00000235703.5	207916
RP11-49C9.2	ENSG00000183171.5	204698
MIR2114	ENSG00000252454.2	652593
XRCC6P2	ENSG00000234825.3	992766
MAMLD1	ENSG00000013619.13	783282
AC235953.1	ENSG00000263713.1	970804
MTM1	ENSG00000171100.14	634805
MTMR1	ENSG00000063601.16	352111
CD99L2	ENSG00000102181.20	399224
RP11-316K19.3	ENSG00000228728.1	104042
AF003626.1	ENSG00000230153.5	164145
RNU6-383P	ENSG00000222796.1	111985
HMGB3	ENSG00000029993.14	117859
RPL19P21	ENSG00000230508.1	521989
RPL12P50	ENSG00000270916.1	22727
5S_rRNA	ENSG00000212595.1	330533
MIR4330	ENSG00000265789.1	963194
GPR50-AS1	ENSG00000234696.1	840326
GPR50	ENSG00000102195.8	783847
AF003625.3	ENSG00000269993.1	157354
AF013593.1	ENSG00000228717.1	61124
Metazoa_SRP	ENSG00000278724.1	295339
VMA21	ENSG00000160131.13	522345
WI2-80269A6.1	ENSG00000270052.1	771363
XX-FW80269A6.1	ENSG00000214915.3	343308
PASD1	ENSG00000166049.10	944129
RP11-45D17.1	ENSG00000239429.1	597533
PRRG3	ENSG00000130032.15	323720
FATE1	ENSG00000147378.11	947312
CNGA2	ENSG00000183862.5	622902
RP11-366F6.2	ENSG00000229967.1	696762
MAGEA4	ENSG00000147381.11	231147
GABRE	ENSG00000102287.16	906384
AF274855.1	ENSG00000264120.1	992582
MIR224	ENSG00000207621.1	175816
MIR452	ENSG00000207753.2	609489
RPSAP60	ENSG00000228965.1	542833
MAGEA5	ENSG00000242520.5	254867
RP11-1007I13.4	ENSG00000266560.5	937124
MAGEA10	ENSG00000124260.11	260271
RP11-329E24.6	ENSG00000231937.1	134884
GABRA3	ENSG00000011677.12	569850
RNU6-764P	ENSG00000252205.1	326998
MIR105-1	ENSG00000207957.1	385308
MIR767	ENSG00000211583.2	749794
MIR105-2	ENSG00000207818.1	784083
KRT8P8	ENSG00000223940.1	598845
GABRQ	ENSG00000268089.2	32356
CH17-38B12.4	ENSG00000269475.2	835348
MAGEA3	ENSG00000221867.8	276362
CSAG2	ENSG00000268902.2	583359
MAGEA2B	ENSG00000183305.13	198623
CSAG1	ENSG00000198930.12	304425
MAGEA12	ENSG00000213401.8	757165
CSAG4	ENSG00000242599.7	975291
RP1-14D6.7	ENSG00000231447.1	901176
MAGEA2	ENSG00000268606.5	89745
CSAG3	ENSG00000268916.5	89858
MAGEA6	ENSG00000197172.10	385912
CETN2	ENSG00000147400.8	429214
NSDHL	ENSG00000147383.10	811463
ZNF185	ENSG00000147394.18	132683
PNMA5	ENSG00000198883.11	131316
U82671.8	ENSG00000234200.2	149736
U82670.9	ENSG00000229979.1	50240
PNMA3	ENSG00000183837.9	595552
PNMA6A	ENSG00000235961.5	15945
PNMA6B	ENSG00000268883.2	303322
AC152010.1	ENSG00000224931.3	430013
MAGEA1	ENSG00000198681.6	384210
AC236972.1	ENSG00000266108.1	538286
CTC-233O10.1	ENSG00000235219.1	985757
RP11-635O16.2	ENSG00000273877.4	90052
AC151960.1	ENSG00000231600.1	170817
RP11-635O16.1	ENSG00000278803.1	559549
LL0XNC01-16G2.1	ENSG00000225110.2	855389
ZNF275	ENSG00000063587.13	840609
LL0XNC01-37G1.2	ENSG00000232249.1	842921
U82695.5	ENSG00000214897.4	445253
RN7SL667P	ENSG00000265170.2	76087
ZFP92	ENSG00000189420.8	35761
TREX2	ENSG00000183479.12	209933
HAUS7	ENSG00000213397.10	898259
U82695.9	ENSG00000224963.2	220579
BGN	ENSG00000182492.15	659119
ATP2B3	ENSG00000067842.17	612301
FAM58A	ENSG00000262919.7	129425
RP11-66N11.8	ENSG00000260081.1	301601
KRT18P48	ENSG00000217889.3	806869
RP11-66N11.6	ENSG00000213391.3	539262
RP11-66N11.7	ENSG00000228616.1	45499
DUSP9	ENSG00000130829.17	285541
RPL18AP16	ENSG00000237793.3	979833
RN7SL687P	ENSG00000244335.3	249867
U52111.1	ENSG00000281066.1	803030
PNCK	ENSG00000130822.15	560570
SLC6A8	ENSG00000130821.15	724564
BCAP31	ENSG00000185825.15	891318
ABCD1	ENSG00000101986.11	583900
U52111.14	ENSG00000232725.1	197543
PLXNB3	ENSG00000198753.11	640423
SRPK3	ENSG00000184343.10	955198
IDH3G	ENSG00000067829.18	927837
SSR4	ENSG00000180879.13	969047
PDZD4	ENSG00000067840.12	274911
CYCSP45	ENSG00000184844.6	618414
L1CAM	ENSG00000198910.12	334720
LCA10	ENSG00000273769.4	392170
AVPR2	ENSG00000126895.13	718172
ARHGAP4	ENSG00000089820.15	15662
NAA10	ENSG00000102030.15	405918
RENBP	ENSG00000102032.12	319438
HCFC1	ENSG00000172534.13	765579
HCFC1-AS1	ENSG00000235802.1	198218
TMEM187	ENSG00000177854.7	363152
MIR3202-2	ENSG00000265176.1	453792
IRAK1	ENSG00000184216.11	407562
MIR718	ENSG00000211524.3	82794
MECP2	ENSG00000169057.19	23386
OPN1LW	ENSG00000102076.9	993903
TEX28P2	ENSG00000277008.1	920879
OPN1MW	ENSG00000268221.5	417327
TEX28P1	ENSG00000274962.1	568954
OPN1MW2	ENSG00000166160.9	379309
CH17-128G5.1	ENSG00000277009.1	443304
OPN1MW3	ENSG00000269433.3	533650
TEX28	ENSG00000278057.4	487351
TKTL1	ENSG00000007350.16	463183
XX-FW83128A1.2	ENSG00000231830.1	505994
FLNA	ENSG00000196924.14	581620
EMD	ENSG00000102119.10	463650
RPL10	ENSG00000147403.16	482911
XX-FW83563B9.5	ENSG00000280195.1	676642
SNORA70	ENSG00000207165.1	799885
DNASE1L1	ENSG00000013563.13	215816
TAZ	ENSG00000102125.15	468047
CH17-340M24.3	ENSG00000197180.2	771939
ATP6AP1	ENSG00000071553.16	229691
GDI1	ENSG00000203879.11	243110
FAM50A	ENSG00000071859.14	550776
MIR6858	ENSG00000276350.1	905503
PLXNA3	ENSG00000130827.6	390401
LAGE3	ENSG00000196976.6	681050
UBL4A	ENSG00000102178.12	134074
SLC10A3	ENSG00000126903.15	740231
RN7SL697P	ENSG00000264484.2	832884
FAM3A	ENSG00000071889.16	168125
WI2-89031B12.1	ENSG00000261773.1	42329
G6PD	ENSG00000160211.15	611302
IKBKG	ENSG00000269335.5	465764
FAM223A	ENSG00000279245.1	662969
ATF4P2	ENSG00000273041.1	465296
CTAG1A	ENSG00000268651.2	145004
AF277315.19	ENSG00000232155.1	480860
CTAG1B	ENSG00000184033.12	672231
RP5-865E18.2	ENSG00000273773.1	434930
ATF4P1	ENSG00000213338.3	818225
FAM223B	ENSG00000272681.2	811978
IKBKGP1	ENSG00000275882.1	107822
CTAG2	ENSG00000126890.13	109200
AF277315.13	ENSG00000226141.1	439153
OR3B1P	ENSG00000237619.1	674478
GAB3	ENSG00000160219.11	768978
DKC1	ENSG00000130826.15	475624
SNORA36A	ENSG00000206948.1	465639
MIR664B	ENSG00000281135.1	273540
SNORA56	ENSG00000206693.1	304991
MPP1	ENSG00000130830.14	906994
HMGN1P37	ENSG00000229237.2	384488
SMIM9	ENSG00000203870.5	880084
F8	ENSG00000185010.13	522140
H2AFB1	ENSG00000274183.1	823728
F8A1	ENSG00000277203.1	383332
MIR1184-1	ENSG00000221533.1	462970
CTD-2183H9.7	ENSG00000224069.1	402846
EEF1A1P31	ENSG00000237859.2	925410
CTD-2183H9.3	ENSG00000233688.1	985225
FUNDC2	ENSG00000165775.17	479359
CMC4	ENSG00000182712.15	254671
MTCP1	ENSG00000214827.9	37877
BRCC3	ENSG00000185515.14	435191
RP11-143H17.1	ENSG00000235991.4	432722
VBP1	ENSG00000155959.10	822880
RP13-228J13.9	ENSG00000224978.1	816450
RAB39B	ENSG00000155961.4	43193
CLIC2	ENSG00000155962.12	601581
RP13-228J13.6	ENSG00000225008.1	192314
RP13-228J13.8	ENSG00000228986.1	732889
RP13-228J13.10	ENSG00000230491.1	26960
RP13-228J13.1	ENSG00000224216.1	749383
RP13-228J13.5	ENSG00000230578.3	540689
H2AFB2	ENSG00000277858.1	816142
F8A2	ENSG00000274791.1	361
MIR1184-2	ENSG00000221190.1	922334
F8A3	ENSG00000277150.1	195029
MIR1184-3	ENSG00000221603.1	189982
H2AFB3	ENSG00000277745.1	615080
TMLHE-AS1	ENSG00000224533.4	862738
RP11-218L14.4	ENSG00000225393.1	946488
TMLHE	ENSG00000185973.10	760981
SPRY3	ENSG00000168939.11	51864
AMD1P2	ENSG00000237801.6	529239
DPH3P2	ENSG00000237040.6	970472
VAMP7	ENSG00000124333.15	537861
TCEB1P24	ENSG00000228410.6	416283
TRPC6P	ENSG00000223484.7	189145
IL9R	ENSG00000124334.17	392017
AJ271736.10	ENSG00000270726.6	795287
WASIR1	ENSG00000185203.12	382079
WASH6P	ENSG00000182484.15	451799
AJ271736.1	ENSG00000276543.5	601329
DDX11L16	ENSG00000227159.8	800104
LL0YNC03-29C1.1	ENSGR0000228572.7	243145
PLCXD1	ENSGR0000182378.13	64394
GTPBP6	ENSGR0000178605.13	148118
LINC00685	ENSGR0000226179.6	458750
PPP2R3B	ENSGR0000167393.17	100958
RP13-465B17.4	ENSGR0000281849.3	73367
Metazoa_SRP	ENSGR0000275287.5	97957
RP13-465B17.5	ENSGR0000280767.3	517324
FABP5P13	ENSGR0000234958.6	986848
KRT18P53	ENSGR0000229232.6	494121
SHOX	ENSGR0000185960.13	275715
RP11-309M23.1	ENSGR0000237531.6	877856
RPL14P5	ENSGR0000225661.7	801677
CRLF2	ENSGR0000205755.11	719507
CSF2RA	ENSGR0000198223.15	423806
BX649553.3	ENSGR0000264510.6	252086
BX649553.4	ENSGR0000264819.6	242851
BX649553.2	ENSGR0000263980.6	221237
MIR3690	ENSGR0000265658.6	563203
BX649553.1	ENSGR0000263835.6	537992
RNA5SP498	ENSGR0000223274.6	678280
IL3RA	ENSGR0000185291.11	112304
SLC25A6	ENSGR0000169100.13	182213
LINC00106	ENSGR0000236871.7	693374
ASMTL-AS1	ENSGR0000236017.8	552500
ASMTL	ENSGR0000169093.15	587669
P2RY8	ENSGR0000182162.10	577760
AKAP17A	ENSGR0000197976.11	884047
ASMT	ENSGR0000196433.12	663393
RP13-297E16.4	ENSGR0000223511.6	675609
RP13-297E16.5	ENSGR0000234622.6	366067
DHRSX	ENSGR0000169084.13	291985
DHRSX-IT1	ENSGR0000223571.6	941374
ZBED1	ENSGR0000214717.10	380528
MIR6089	ENSGR0000277120.5	823172
CD99P1	ENSGR0000223773.7	835813
LINC00102	ENSGR0000230542.6	571223
CD99	ENSGR0000002586.18	450225
RNU6-1334P	ENSG00000251841.1	439992
SRY	ENSG00000184895.7	695087
RNASEH2CP1	ENSG00000237659.1	167881
TOMM22P2	ENSG00000232195.1	643673
RPS4Y1	ENSG00000129824.15	882226
HSFY3P	ENSG00000227289.1	225393
NAP1L1P2	ENSG00000229163.2	257327
RP11-414C23.1	ENSG00000278847.1	271341
ZFY	ENSG00000067646.11	265403
ZFY-AS1	ENSG00000233070.1	766016
EEF1A1P41	ENSG00000223600.1	671778
LINC00278	ENSG00000231535.5	878830
AGPAT5P1	ENSG00000234652.1	643924
PRRC2CP1	ENSG00000216777.1	356228
TGIF2LY	ENSG00000176679.8	148647
AC019058.1	ENSG00000277537.1	789199
USP12PY	ENSG00000232927.1	445541
RNF19BPY	ENSG00000225653.1	26135
AC012078.2	ENSG00000218410.1	413336
UBE2V1P3	ENSG00000229518.1	969485
AC010084.1	ENSG00000229308.1	214597
RNU6-303P	ENSG00000252900.1	44048
SERBP1P2	ENSG00000225878.1	341726
RP11-122L9.1	ENSG00000277930.1	818836
PCDH11Y	ENSG00000099715.14	905803
RNU2-57P	ENSG00000252468.1	139068
VDAC1P6	ENSG00000231341.1	257378
EIF4A1P2	ENSG00000235001.3	322547
KRT18P10	ENSG00000214207.2	694108
AC012667.1	ENSG00000252059.2	709033
SNX3P1Y	ENSG00000278585.1	911235
RPL26P37	ENSG00000235175.1	121783
AC010874.1	ENSG00000251879.2	218168
DLGAP5P1	ENSG00000237195.1	649307
AC006335.2	ENSG00000251275.1	460098
TTTY23B	ENSG00000237069.2	58306
AC006335.6	ENSG00000250204.1	126830
TSPY2	ENSG00000168757.12	935186
FAM197Y9	ENSG00000234830.7	619918
TSPY11P	ENSG00000238235.1	875164
RP11-492C2.1	ENSG00000275352.1	983140
TSPY19P	ENSG00000234583.1	82515
AC006335.10	ENSG00000235094.2	230937
AC006335.11	ENSG00000242879.1	564117
RBMY2GP	ENSG00000223744.1	802061
LINC00280	ENSG00000229643.1	980762
TTTY1B	ENSG00000129816.5	535999
TTTY2B	ENSG00000212856.5	533881
TTTY21B	ENSG00000237563.1	267204
TTTY7	ENSG00000147753.9	794863
TTTY8B	ENSG00000185700.10	927253
AC010154.2	ENSG00000235895.1	381826
TSPY17P	ENSG00000232620.1	54295
SRIP3	ENSG00000224953.1	762044
RP11-507A3.1	ENSG00000274365.1	500980
GOT2P5	ENSG00000233634.1	117884
AMELY	ENSG00000099721.13	521253
ATP5JP1	ENSG00000237701.1	593034
TBL1Y	ENSG00000092377.13	638714
RP11-115H13.1	ENSG00000273906.1	158418
GPR143P	ENSG00000232583.1	373842
PRKY	ENSG00000099725.14	749098
RN7SKP282	ENSG00000252633.1	175596
Y_RNA	ENSG00000251996.1	93621
RNU6-941P	ENSG00000252155.1	89856
RNU6-521P	ENSG00000252472.1	770948
RP11-105L10.1	ENSG00000275280.1	279295
RBMY2HP	ENSG00000238073.1	749987
AC007274.2	ENSG00000223422.1	591535
TSPY12P	ENSG00000236435.1	58967
AC007274.5	ENSG00000236690.2	789477
TTTY16	ENSG00000225520.1	917118
RFTN1P1	ENSG00000234795.9	721068
TTTY12	ENSG00000237048.2	430848
RP11-109F19.1	ENSG00000278854.1	727098
ZNF92P1Y	ENSG00000215603.4	977324
RP11-108F14.1	ENSG00000273863.1	180188
ZNF736P8Y	ENSG00000244246.1	708457
